Order ID,Date,Customer ID,Product ID,Quantity,Total Price
59,2023-03-01,4181,191,4,192.12
60,2024-08-16,4544,3,4,1609.88
61,2024-10-14,1600,158,1,296.74
62,2025-08-22,360,77,5,2045.9
63,2023-10-21,3543,59,1,49.71
64,2025-10-06,4740,99,4,416.32
65,2024-06-19,3207,115,4,1802.8
66,2023-01-29,1431,146,4,1681.96
67,2025-06-07,260,162,2,767.7
68,2024-11-06,4987,112,3,439.5
69,2025-04-22,4997,154,1,369.49
70,2025-10-10,341,66,4,1684.44
71,2025-10-31,1008,107,3,463.38
72,2025-08-18,4878,84,3,577.47
73,2023-10-08,2628,164,5,1348.35
74,2023-10-30,2169,188,3,1072.47
75,2024-12-14,3335,89,4,220.52
76,2023-08-10,3784,184,1,44.78
77,2024-08-25,2009,177,4,439.68
78,2025-10-29,912,89,2,110.26
79,2025-09-20,2087,43,4,222.92
80,2024-12-31,4113,192,5,1888.55
81,2025-07-06,1736,163,2,764.18
82,2025-04-09,4270,119,2,176.02
83,2025-05-10,1197,199,2,458.48
84,2024-12-03,3838,197,4,972.56
85,2025-01-06,3492,83,3,1322.46
86,2023-02-22,4377,162,3,1151.55
87,2023-01-05,1050,128,3,559.23
88,2025-09-27,4867,198,3,1462.8
89,2024-04-11,3510,177,3,329.76
90,2024-12-22,2808,161,3,1363.89
91,2025-08-19,481,49,1,332.43
92,2023-09-03,229,40,1,282.82
93,2023-01-13,2460,60,4,480.96
94,2025-07-24,3406,84,5,962.45
95,2023-11-01,2408,92,2,593.88
96,2023-12-31,4540,142,2,815.54
97,2024-06-23,1762,35,2,378.4
98,2023-11-24,2504,86,2,402.06
99,2024-05-24,1789,90,4,462.6
100,2024-03-25,3418,132,2,492.64
101,2025-02-15,1086,199,5,1146.2
102,2024-11-29,4905,188,4,1429.96
103,2024-06-11,2989,198,4,1950.4
104,2025-09-29,3020,78,5,2049.5
105,2024-05-05,1219,171,1,225.16
106,2024-07-09,1812,180,5,99.3
107,2025-11-14,4483,1,1,59.44
108,2023-09-12,1654,60,4,480.96
109,2023-06-11,3250,19,5,2097.85
110,2024-06-22,639,94,4,1944.2
111,2025-04-01,3948,3,1,402.47
112,2024-01-18,2546,23,1,151.11
113,2024-07-21,648,92,5,1484.7
114,2025-10-28,885,163,4,1528.36
115,2024-07-09,1260,55,1,34.74
116,2023-10-22,2898,63,5,1655.55
117,2024-04-02,2240,42,5,1313.95
118,2023-11-04,601,29,3,375.06
119,2025-11-03,4468,119,4,352.04
120,2023-04-21,2768,10,5,2453.95
121,2024-09-11,526,97,2,863.76
122,2023-12-24,4917,115,3,1352.1
123,2024-07-21,186,95,4,1611.8
124,2025-09-22,4961,193,2,47.4
125,2024-02-21,990,95,1,402.95
126,2023-12-07,316,168,5,1714.35
127,2025-03-07,4561,24,1,122.5
128,2023-01-09,250,165,5,2410.35
129,2024-02-08,2170,76,2,396.22
130,2025-01-14,124,10,2,981.58
131,2025-04-22,3764,125,2,808.66
132,2024-09-26,1134,193,1,23.7
133,2023-03-21,3073,86,4,804.12
134,2023-12-29,4636,75,2,192.96
135,2024-11-27,3658,165,4,1928.28
136,2025-12-19,1546,142,1,407.77
137,2025-06-12,4311,45,4,569.72
138,2025-10-24,1620,43,4,222.92
139,2024-12-29,3648,107,2,308.92
140,2024-07-27,823,23,3,453.33
141,2024-02-27,2020,21,1,361.12
142,2025-09-18,3759,87,2,237.82
143,2023-11-23,4889,129,4,1941.36
144,2025-09-16,643,71,1,34.43
145,2024-06-26,2181,48,4,847
146,2024-10-23,2391,35,5,946
147,2023-07-19,1809,8,4,782.64
148,2023-04-26,2108,188,4,1429.96
149,2023-04-25,918,73,2,195.58
150,2024-07-02,4147,188,2,714.98
151,2023-06-03,4148,191,1,48.03
152,2024-08-27,3384,128,3,559.23
153,2025-05-16,1101,177,5,549.6
154,2023-01-27,4875,81,3,186.9
155,2025-04-19,419,92,5,1484.7
156,2023-11-20,2330,169,4,848.96
157,2025-02-08,2127,64,5,1924
158,2024-01-19,4784,75,4,385.92
159,2025-05-29,2753,35,5,946
160,2025-01-04,4829,124,2,451.42
161,2023-01-25,2501,86,5,1005.15
162,2024-01-20,3754,145,5,1547.1
163,2024-12-23,4831,140,2,776.8
164,2023-02-26,1534,74,3,457.59
165,2024-05-19,2825,178,3,857.19
166,2023-01-25,217,187,3,1177.56
167,2025-05-28,1241,32,1,478.46
168,2023-09-22,78,29,3,375.06
169,2025-10-31,4846,157,4,680.16
170,2024-01-24,971,29,4,500.08
171,2023-05-09,3650,135,3,744.15
172,2024-06-14,2292,96,2,93.04
173,2023-07-29,4636,190,1,44.71
174,2024-10-06,2838,113,5,2038.8
175,2025-06-15,4477,98,4,381.12
176,2025-03-17,1050,191,4,192.12
177,2025-05-26,4871,46,2,506.98
178,2025-11-27,1941,146,3,1261.47
179,2024-05-23,1977,188,1,357.49
180,2023-01-28,267,191,2,96.06
181,2024-09-15,2838,189,3,1341.9
182,2024-07-02,1601,153,3,740.19
183,2023-11-18,1502,164,3,809.01
184,2025-04-21,3280,178,2,571.46
185,2023-01-28,3723,125,2,808.66
186,2023-02-03,865,45,3,427.29
187,2023-12-10,1296,80,3,754.71
188,2025-10-15,4349,185,4,877.64
189,2024-05-17,262,32,2,956.92
190,2023-01-02,779,189,1,447.3
191,2025-12-17,513,114,3,165.6
192,2023-07-25,999,126,2,761
193,2025-03-19,1690,94,5,2430.25
194,2023-09-01,1607,106,2,56.32
195,2023-07-11,2409,145,2,618.84
196,2023-12-31,1019,87,1,118.91
197,2023-09-12,2784,110,5,2129.7
198,2025-11-26,2532,80,2,503.14
199,2023-04-06,4532,127,5,1904.2
200,2023-04-27,3897,18,4,279.08
201,2024-04-04,561,60,3,360.72
202,2025-11-14,4986,56,3,1416.87
203,2024-12-14,4207,175,5,516.8
204,2024-11-17,687,15,3,413.13
205,2024-12-04,2283,138,2,890.22
206,2024-04-07,2710,111,2,954.64
207,2025-08-29,3965,55,5,173.7
208,2024-11-26,3478,72,2,577.52
209,2024-09-24,1656,32,4,1913.84
210,2024-08-02,676,197,2,486.28
211,2023-08-29,2,165,5,2410.35
212,2025-10-06,1157,141,4,1898.76
213,2023-05-27,4371,170,4,949.76
214,2024-12-05,4575,76,2,396.22
215,2023-09-01,3868,124,3,677.13
216,2025-11-26,843,81,2,124.6
217,2023-03-02,3253,169,4,848.96
218,2023-06-19,1121,13,5,1953.3
219,2023-09-21,3602,192,3,1133.13
220,2024-03-03,296,99,4,416.32
221,2023-08-22,4857,27,2,826.64
222,2025-03-29,4478,81,4,249.2
223,2023-10-31,4244,85,5,1891
224,2025-06-27,2256,75,1,96.48
225,2023-10-31,3444,74,5,762.65
226,2024-04-29,1939,53,1,232.33
227,2024-05-31,687,23,3,453.33
228,2025-09-24,3126,194,5,1346.1
229,2025-01-12,2603,80,1,251.57
230,2025-01-18,1394,100,2,972.68
231,2024-05-03,815,133,1,464.2
232,2023-11-25,3221,184,1,44.78
233,2023-05-07,2012,193,4,94.8
234,2023-10-21,2047,44,2,803.02
235,2023-08-02,3026,190,1,44.71
236,2024-01-30,4505,84,2,384.98
237,2024-09-02,1185,153,1,246.73
238,2025-07-29,3503,91,4,723.68
239,2023-03-26,765,52,1,101.92
240,2024-12-25,3607,189,2,894.6
241,2025-02-24,4224,113,1,407.76
242,2023-06-19,2384,131,3,107.31
243,2023-11-18,2633,70,3,664.56
244,2024-11-23,1629,8,1,195.66
245,2024-12-14,3803,166,3,1173.27
246,2024-11-29,2761,173,4,1467.24
247,2023-09-03,4004,121,3,1272.18
248,2023-10-06,993,166,3,1173.27
249,2025-11-07,3442,192,3,1133.13
250,2024-08-16,822,129,2,970.68
251,2025-09-07,796,103,2,955.92
252,2024-04-19,1644,194,2,538.44
253,2023-11-24,3006,57,2,165.36
254,2023-01-07,3552,51,1,102.16
255,2024-11-07,2724,117,3,1498.59
256,2025-12-16,3796,177,5,549.6
257,2025-10-07,3111,104,1,35.83
258,2023-08-15,3713,15,2,275.42
259,2023-03-15,2758,6,4,1418.48
260,2024-08-12,3128,110,4,1703.76
261,2025-04-06,366,99,5,520.4
262,2024-08-11,2926,5,5,829.6
263,2025-11-22,2958,183,2,715.84
264,2025-05-11,3495,21,1,361.12
265,2024-05-13,3448,132,5,1231.6
266,2025-07-15,3357,96,3,139.56
267,2023-06-18,1714,35,4,756.8
268,2024-09-20,2087,128,3,559.23
269,2025-11-20,879,167,3,578.49
270,2024-10-29,526,47,3,375.66
271,2025-09-21,115,173,3,1100.43
272,2025-04-08,1602,146,4,1681.96
273,2023-12-11,4264,73,5,488.95
274,2023-03-23,1724,82,5,2143.45
275,2024-03-17,3177,13,1,390.66
276,2023-05-09,44,18,5,348.85
277,2024-07-19,1273,2,5,683.55
278,2024-07-22,4000,28,4,1717.56
279,2023-09-23,1776,136,5,315.9
280,2024-02-19,998,152,2,459.98
281,2023-07-29,4766,162,2,767.7
282,2023-02-19,3906,21,5,1805.6
283,2024-03-23,779,130,5,758
284,2025-01-06,4717,57,5,413.4
285,2024-01-26,867,157,5,850.2
286,2023-11-22,3915,155,2,736.6
287,2025-09-27,790,106,3,84.48
288,2025-10-22,23,25,5,156.75
289,2023-04-26,607,120,3,653.49
290,2023-07-04,3741,108,1,341.48
291,2023-08-15,841,131,1,35.77
292,2025-10-24,4260,111,4,1909.28
293,2024-03-17,2617,192,2,755.42
294,2025-05-02,1034,106,2,56.32
295,2023-06-29,2509,153,1,246.73
296,2023-09-04,2735,33,5,2480.95
297,2025-10-08,1842,44,5,2007.55
298,2023-08-22,880,104,4,143.32
299,2024-06-30,2761,192,1,377.71
300,2024-11-11,3994,126,2,761
301,2023-08-02,637,53,1,232.33
302,2025-10-17,3776,75,5,482.4
303,2024-06-15,2016,30,2,670.76
304,2025-05-08,2672,36,4,1789.4
305,2023-10-29,3496,47,3,375.66
306,2025-03-31,2808,158,2,593.48
307,2025-03-11,4030,109,3,876.36
308,2024-03-18,513,24,5,612.5
309,2025-09-17,1045,83,4,1763.28
310,2023-03-27,3473,161,3,1363.89
311,2023-05-08,904,99,2,208.16
312,2024-01-26,4884,29,4,500.08
313,2023-03-21,1389,121,1,424.06
314,2025-05-02,2702,65,5,673.5
315,2023-11-12,1592,106,2,56.32
316,2025-08-25,4383,24,2,245
317,2025-03-21,2354,32,2,956.92
318,2023-05-01,2735,7,2,543.46
319,2025-08-24,1653,73,4,391.16
320,2024-09-01,102,183,4,1431.68
321,2023-01-24,2550,152,4,919.96
322,2025-10-02,4138,113,3,1223.28
323,2024-07-01,3653,78,3,1229.7
324,2024-03-12,3506,180,3,59.58
325,2025-04-30,2496,182,3,944.01
326,2025-07-06,4415,37,1,472.65
327,2025-10-26,4222,126,2,761
328,2025-09-01,4569,169,2,424.48
329,2023-06-10,867,195,2,599.24
330,2023-06-15,2703,84,5,962.45
331,2023-07-17,4451,126,4,1522
332,2025-01-31,2290,11,3,461.82
333,2023-03-26,476,56,1,472.29
334,2023-06-12,2789,17,2,753.44
335,2025-07-10,2543,196,4,973.12
336,2025-10-09,3060,14,5,1562.75
337,2023-03-20,3407,83,4,1763.28
338,2024-11-20,4610,110,2,851.88
339,2025-07-09,4469,126,3,1141.5
340,2023-03-31,2402,123,4,184.8
341,2024-12-11,641,59,3,149.13
342,2025-07-04,711,43,3,167.19
343,2023-03-24,1953,165,5,2410.35
344,2024-02-22,2040,68,1,50.94
345,2025-05-27,209,109,3,876.36
346,2024-08-15,3758,35,5,946
347,2023-09-25,3650,108,4,1365.92
348,2024-09-02,3004,108,2,682.96
349,2025-10-01,350,108,4,1365.92
350,2024-11-25,404,61,5,592.8
351,2023-09-26,1910,55,4,138.96
352,2024-12-24,3610,175,4,413.44
353,2025-08-24,3721,66,3,1263.33
354,2023-07-18,778,9,5,2242.9
355,2023-11-08,2064,52,5,509.6
356,2025-12-11,3844,32,1,478.46
357,2023-02-02,4258,48,1,211.75
358,2024-05-12,101,56,3,1416.87
359,2023-09-06,289,160,2,532.04
360,2024-06-01,2748,189,5,2236.5
361,2024-01-20,1501,123,1,46.2
362,2024-12-31,3979,51,2,204.32
363,2024-04-21,435,55,1,34.74
364,2024-09-20,89,112,4,586
365,2024-08-22,3233,73,4,391.16
366,2025-05-28,2947,25,5,156.75
367,2023-02-18,2186,122,5,2283.2
368,2023-05-05,4164,128,5,932.05
369,2023-07-30,3826,135,5,1240.25
370,2024-10-20,4195,78,3,1229.7
371,2023-09-21,4101,161,4,1818.52
372,2024-12-10,2913,120,5,1089.15
373,2025-06-13,3909,22,1,113.18
374,2024-03-02,2395,154,1,369.49
375,2023-07-21,3753,155,3,1104.9
376,2024-11-23,3414,18,5,348.85
377,2024-04-09,444,97,5,2159.4
378,2024-02-24,1450,58,5,2171.45
379,2023-01-03,2903,25,1,31.35
380,2025-09-12,4415,167,2,385.66
381,2025-05-01,1089,196,4,973.12
382,2023-06-27,4234,102,4,1061.72
383,2025-06-24,4262,109,5,1460.6
384,2025-01-16,4968,147,5,879.1
385,2025-03-30,2472,38,1,268.45
386,2024-11-25,172,59,2,99.42
387,2025-08-03,3157,85,1,378.2
388,2024-10-24,1871,13,3,1171.98
389,2023-08-12,1146,67,1,462.17
390,2023-06-17,792,70,2,443.04
391,2023-07-09,323,188,4,1429.96
392,2024-06-06,3335,96,1,46.52
393,2024-12-11,1827,56,3,1416.87
394,2024-12-29,1457,145,3,928.26
395,2023-09-09,4917,96,4,186.08
396,2024-07-17,3582,14,2,625.1
397,2024-09-15,4668,107,1,154.46
398,2024-01-18,249,139,3,574.68
399,2024-07-18,4647,43,5,278.65
400,2024-05-30,3915,14,3,937.65
401,2025-03-17,2600,53,5,1161.65
402,2023-05-11,3475,139,4,766.24
403,2025-12-13,3264,18,2,139.54
404,2025-02-27,4652,115,4,1802.8
405,2023-04-28,4022,97,2,863.76
406,2023-09-04,931,163,2,764.18
407,2025-08-29,2747,77,3,1227.54
408,2024-08-29,3310,193,1,23.7
409,2024-07-20,2300,185,2,438.82
410,2025-10-23,988,89,2,110.26
411,2024-07-30,4196,161,2,909.26
412,2023-07-14,2492,143,5,278.8
413,2023-06-23,4801,183,3,1073.76
414,2024-12-22,2008,17,2,753.44
415,2023-11-07,414,9,5,2242.9
416,2024-08-11,2718,148,1,190.92
417,2024-12-15,2555,13,1,390.66
418,2025-02-12,1437,72,1,288.76
419,2024-04-02,3696,9,2,897.16
420,2025-01-13,3314,184,3,134.34
421,2024-08-07,1502,63,4,1324.44
422,2023-07-15,2034,56,1,472.29
423,2023-05-10,1676,77,2,818.36
424,2025-08-01,2551,17,3,1130.16
425,2025-08-22,3604,32,5,2392.3
426,2023-01-11,4689,124,4,902.84
427,2025-06-08,1331,20,4,266.56
428,2025-09-03,3843,156,3,595.35
429,2025-05-31,1156,165,5,2410.35
430,2023-07-16,1456,26,1,303.61
431,2024-04-20,849,127,2,761.68
432,2024-10-04,4062,69,5,1264.6
433,2024-11-07,1093,21,3,1083.36
434,2023-09-02,712,123,3,138.6
435,2024-04-04,163,188,4,1429.96
436,2024-07-08,4649,108,2,682.96
437,2024-12-03,657,58,2,868.58
438,2024-11-14,2244,176,1,181.92
439,2024-09-23,2249,151,4,1141.2
440,2024-03-20,658,160,4,1064.08
441,2025-02-14,2614,24,5,612.5
442,2025-09-12,3248,101,2,111.5
443,2025-10-22,3944,24,3,367.5
444,2025-03-12,2875,124,1,225.71
445,2025-03-17,3475,82,5,2143.45
446,2025-01-28,3552,200,5,1251.35
447,2023-07-03,3571,42,2,525.58
448,2025-10-26,3619,131,3,107.31
449,2025-04-10,3675,119,1,88.01
450,2023-06-11,3794,32,2,956.92
451,2024-09-14,540,148,5,954.6
452,2025-04-10,4676,50,5,1656.95
453,2024-06-17,708,127,4,1523.36
454,2023-06-09,3919,1,4,237.76
455,2025-03-02,93,1,2,118.88
456,2025-01-26,1403,166,4,1564.36
457,2023-01-05,4731,109,2,584.24
458,2024-01-18,2267,79,3,155.34
459,2025-06-02,1500,114,5,276
460,2024-04-01,2378,51,1,102.16
461,2024-06-09,88,57,5,413.4
462,2024-01-29,4466,128,5,932.05
463,2023-02-04,328,108,3,1024.44
464,2024-06-29,3471,88,5,881.8
465,2025-08-10,2520,189,5,2236.5
466,2025-09-24,719,169,5,1061.2
467,2025-04-18,3397,139,3,574.68
468,2025-07-15,4924,167,5,964.15
469,2025-09-22,3986,179,3,142.17
470,2025-04-08,4934,182,2,629.34
471,2023-12-06,1462,2,2,273.42
472,2025-04-26,4763,37,2,945.3
473,2024-05-01,3098,142,4,1631.08
474,2025-05-04,4106,121,1,424.06
475,2025-06-07,1696,121,3,1272.18
476,2025-03-08,3049,189,4,1789.2
477,2025-10-12,4353,95,3,1208.85
478,2023-09-24,2685,124,4,902.84
479,2024-04-30,2657,55,1,34.74
480,2025-09-05,4752,37,3,1417.95
481,2023-11-10,3429,74,2,305.06
482,2024-11-08,148,130,1,151.6
483,2025-02-09,1823,34,2,917.74
484,2023-03-12,1420,89,4,220.52
485,2024-05-14,3037,5,3,497.76
486,2025-04-12,623,36,2,894.7
487,2025-05-28,3454,101,3,167.25
488,2023-09-18,1955,178,3,857.19
489,2024-11-03,25,147,3,527.46
490,2024-11-10,2583,95,4,1611.8
491,2023-12-15,1904,26,3,910.83
492,2023-03-02,4671,39,4,1762.88
493,2025-10-15,3457,46,2,506.98
494,2024-07-01,2075,126,4,1522
495,2024-10-01,3511,1,2,118.88
496,2023-01-23,4551,39,5,2203.6
497,2025-10-25,487,124,1,225.71
498,2025-07-07,499,13,2,781.32
499,2025-07-30,2090,81,5,311.5
500,2024-04-14,4327,174,4,1742.2
501,2023-01-05,2236,29,4,500.08
502,2025-08-22,4814,62,5,607.15
503,2023-10-29,4940,100,5,2431.7
504,2025-05-09,3919,155,2,736.6
505,2023-06-19,1834,194,5,1346.1
506,2023-11-10,1664,63,5,1655.55
507,2023-03-22,1604,186,2,953.9
508,2024-02-28,4318,115,4,1802.8
509,2023-09-16,4538,132,2,492.64
510,2023-07-19,4520,185,4,877.64
511,2023-05-25,4277,149,5,1630
512,2024-01-05,1226,89,5,275.65
513,2023-04-01,1006,115,2,901.4
514,2024-12-26,4566,185,4,877.64
515,2024-06-09,4412,27,4,1653.28
516,2025-12-09,2856,47,2,250.44
517,2025-03-08,2044,86,1,201.03
518,2024-09-25,4024,163,5,1910.45
519,2024-06-30,1931,123,5,231
520,2024-07-23,4019,60,3,360.72
521,2024-12-22,1091,30,5,1676.9
522,2024-01-23,4945,134,1,152.12
523,2024-05-02,3088,133,3,1392.6
524,2024-07-27,4890,104,1,35.83
525,2023-05-20,1614,54,3,217.59
526,2023-08-16,1446,153,5,1233.65
527,2024-04-18,2875,15,5,688.55
528,2024-05-05,3233,119,2,176.02
529,2024-04-12,1264,105,4,495.64
530,2025-02-05,1517,137,1,180.51
531,2023-09-03,464,116,4,794.36
532,2024-01-03,3608,117,4,1998.12
533,2023-03-03,4410,106,4,112.64
534,2025-11-04,1876,180,5,99.3
535,2025-09-22,3950,20,5,333.2
536,2025-09-19,554,156,1,198.45
537,2023-06-20,2940,167,5,964.15
538,2025-07-08,3587,68,4,203.76
539,2024-05-13,4108,147,5,879.1
540,2023-04-19,1866,56,1,472.29
541,2025-01-17,2962,56,4,1889.16
542,2025-07-13,2299,11,4,615.76
543,2025-01-21,1293,66,2,842.22
544,2023-03-10,3178,31,1,469.62
545,2025-12-05,1929,62,2,242.86
546,2025-08-14,2291,143,4,223.04
547,2023-09-27,4081,49,4,1329.72
548,2023-07-17,2869,28,5,2146.95
549,2023-03-21,4396,71,5,172.15
550,2024-03-01,910,158,5,1483.7
551,2024-08-30,3350,194,4,1076.88
552,2024-03-24,665,55,2,69.48
553,2023-04-12,4754,78,1,409.9
554,2025-09-23,3279,61,3,355.68
555,2023-06-17,3872,47,3,375.66
556,2023-12-21,3827,104,2,71.66
557,2024-11-08,4911,141,3,1424.07
558,2024-09-23,3898,196,2,486.56
559,2025-12-13,3251,170,5,1187.2
560,2024-05-24,2645,9,1,448.58
561,2025-08-30,3810,36,5,2236.75
562,2024-11-19,2450,59,5,248.55
563,2024-12-09,2908,135,1,248.05
564,2025-10-13,222,149,5,1630
565,2023-05-30,4824,131,4,143.08
566,2025-10-12,3553,176,5,909.6
567,2025-09-01,1320,179,3,142.17
568,2024-06-19,2565,177,1,109.92
569,2024-03-10,2677,17,3,1130.16
570,2024-05-31,236,80,5,1257.85
571,2023-06-18,3828,192,2,755.42
572,2023-08-13,2825,185,5,1097.05
573,2024-06-11,3996,96,3,139.56
574,2025-07-27,1849,74,3,457.59
575,2024-12-18,1924,98,3,285.84
576,2025-08-10,4632,101,1,55.75
577,2023-06-09,504,125,4,1617.32
578,2025-08-28,4702,155,4,1473.2
579,2024-04-02,3740,37,2,945.3
580,2023-03-17,1317,37,4,1890.6
581,2023-02-18,2519,97,1,431.88
582,2024-12-13,2653,62,2,242.86
583,2023-06-22,280,3,2,804.94
584,2024-06-15,4070,3,2,804.94
585,2024-07-09,3771,199,3,687.72
586,2024-04-24,491,122,4,1826.56
587,2024-12-06,3854,196,4,973.12
588,2023-03-15,4613,63,5,1655.55
589,2025-04-12,318,82,1,428.69
590,2025-05-11,2066,92,2,593.88
591,2025-11-29,4540,97,5,2159.4
592,2025-05-05,81,30,4,1341.52
593,2025-12-21,4225,19,2,839.14
594,2024-06-25,308,128,3,559.23
595,2024-01-12,53,14,1,312.55
596,2025-03-05,3298,157,5,850.2
597,2025-11-08,663,90,3,346.95
598,2025-03-20,4340,89,5,275.65
599,2024-11-11,1795,150,2,275.64
600,2024-09-11,1177,67,3,1386.51
601,2024-11-04,2612,92,4,1187.76
602,2025-09-30,2775,47,2,250.44
603,2025-07-11,1487,33,1,496.19
604,2025-06-14,2488,191,5,240.15
605,2023-04-06,2533,72,1,288.76
606,2024-07-17,1553,160,5,1330.1
607,2025-04-21,4708,96,1,46.52
608,2023-01-14,3664,103,5,2389.8
609,2024-09-25,4913,51,2,204.32
610,2024-01-12,425,62,5,607.15
611,2023-10-08,649,82,4,1714.76
612,2025-03-18,4783,84,5,962.45
613,2025-01-11,341,124,1,225.71
614,2024-04-06,2861,189,4,1789.2
615,2023-07-30,4897,95,1,402.95
616,2024-12-08,107,111,2,954.64
617,2024-10-12,3369,29,1,125.02
618,2025-01-11,1149,133,4,1856.8
619,2023-03-12,2387,11,5,769.7
620,2025-02-26,927,17,4,1506.88
621,2025-04-19,1563,7,4,1086.92
622,2023-01-02,4735,154,2,738.98
623,2025-08-06,4345,38,1,268.45
624,2024-10-15,2257,81,2,124.6
625,2023-11-25,4467,113,5,2038.8
626,2025-07-20,4776,155,5,1841.5
627,2025-02-05,4630,102,2,530.86
628,2025-12-20,4140,148,2,381.84
629,2023-02-05,61,200,2,500.54
630,2023-02-11,4527,74,1,152.53
631,2023-03-21,2955,37,1,472.65
632,2023-05-13,4117,92,1,296.94
633,2025-12-07,2625,99,1,104.08
634,2025-06-14,4585,49,1,332.43
635,2023-06-08,4678,25,2,62.7
636,2025-01-13,3346,14,3,937.65
637,2023-05-11,4476,91,5,904.6
638,2024-11-30,4647,108,3,1024.44
639,2023-06-18,2159,157,5,850.2
640,2024-11-29,557,141,3,1424.07
641,2023-03-19,2232,4,5,1316.2
642,2023-06-09,1981,140,4,1553.6
643,2024-01-18,2894,79,4,207.12
644,2024-08-14,569,160,2,532.04
645,2023-05-06,4093,165,1,482.07
646,2023-09-01,3054,65,5,673.5
647,2024-11-03,3747,79,5,258.9
648,2025-11-11,3867,10,3,1472.37
649,2025-05-12,3270,98,2,190.56
650,2024-08-25,1844,8,1,195.66
651,2024-01-01,3044,101,1,55.75
652,2025-03-30,4788,167,3,578.49
653,2025-01-10,2230,161,4,1818.52
654,2024-12-19,886,93,1,126.02
655,2024-01-24,798,36,2,894.7
656,2023-07-21,2741,14,4,1250.2
657,2023-02-27,3234,161,3,1363.89
658,2025-12-26,3082,111,1,477.32
659,2024-10-25,2950,8,3,586.98
660,2025-10-11,171,131,3,107.31
661,2025-12-20,3053,179,4,189.56
662,2025-10-22,3508,85,4,1512.8
663,2025-01-10,4406,148,2,381.84
664,2023-06-20,3902,147,2,351.64
665,2024-11-20,4782,25,5,156.75
666,2025-11-21,2527,125,3,1212.99
667,2024-07-11,1850,119,2,176.02
668,2025-03-25,4645,152,1,229.99
669,2023-01-10,1563,84,2,384.98
670,2024-05-20,678,178,5,1428.65
671,2025-07-22,3176,5,5,829.6
672,2023-01-30,1022,7,2,543.46
673,2024-07-27,3733,109,3,876.36
674,2023-07-12,4073,19,3,1258.71
675,2023-07-24,1535,65,2,269.4
676,2024-07-03,1380,21,1,361.12
677,2025-08-10,609,162,5,1919.25
678,2023-11-29,403,34,4,1835.48
679,2025-01-10,3413,196,2,486.56
680,2024-01-03,1922,125,4,1617.32
681,2024-03-31,1575,162,5,1919.25
682,2023-12-25,894,57,2,165.36
683,2023-10-28,61,157,5,850.2
684,2025-09-20,1994,26,3,910.83
685,2024-05-23,3031,42,2,525.58
686,2024-05-27,4021,137,1,180.51
687,2025-03-15,1699,80,4,1006.28
688,2025-12-24,1777,51,2,204.32
689,2024-07-07,4219,114,3,165.6
690,2023-08-20,1257,94,4,1944.2
691,2025-12-18,2621,104,5,179.15
692,2025-05-04,3217,106,5,140.8
693,2024-07-07,280,192,3,1133.13
694,2025-03-10,4537,11,1,153.94
695,2024-05-17,407,184,3,134.34
696,2025-02-14,4557,148,3,572.76
